#  L TT            EE            BB            TE            PP            PT            PE           
5938 2.1117676e-01 3.4669474e-03 1.5337775e-03 -4.2305352e-03 1.1205444e-10 4.7210743e-09 3.4477698e-11
5939 2.1087393e-01 3.4630406e-03 1.5329749e-03 -4.2260174e-03 1.1200431e-10 4.7199906e-09 3.4346452e-11
5940 2.1057286e-01 3.4591407e-03 1.5321728e-03 -4.2215050e-03 1.1195423e-10 4.7189079e-09 3.4215355e-11
5941 2.1027494e-01 3.4552481e-03 1.5313709e-03 -4.2169928e-03 1.1190418e-10 4.7178249e-09 3.4084400e-11
5942 2.0998153e-01 3.4513632e-03 1.5305692e-03 -4.2124760e-03 1.1185416e-10 4.7167416e-09 3.3953592e-11
5943 2.0969394e-01 3.4474861e-03 1.5297676e-03 -4.2079496e-03 1.1180416e-10 4.7156580e-09 3.3822932e-11
5944 2.0941343e-01 3.4436171e-03 1.5289658e-03 -4.2034088e-03 1.1175417e-10 4.7145735e-09 3.3692420e-11
5945 2.0914121e-01 3.4397566e-03 1.5281639e-03 -4.1988493e-03 1.1170422e-10 4.7134892e-09 3.3562066e-11
5946 2.0887839e-01 3.4359047e-03 1.5273617e-03 -4.1942666e-03 1.1165431e-10 4.7124044e-09 3.3431870e-11
5947 2.0862601e-01 3.4320616e-03 1.5265591e-03 -4.1896569e-03 1.1160442e-10 4.7113191e-09 3.3301835e-11
5948 2.0838499e-01 3.4282275e-03 1.5257560e-03 -4.1850164e-03 1.1155453e-10 4.7102322e-09 3.3171954e-11
5949 2.0815618e-01 3.4244024e-03 1.5249523e-03 -4.1803419e-03 1.1150469e-10 4.7091458e-09 3.3042247e-11
5950 2.0794030e-01 3.4205866e-03 1.5241480e-03 -4.1756305e-03 1.1145488e-10 4.7080589e-09 3.2912710e-11
5951 2.0773793e-01 3.4167801e-03 1.5233431e-03 -4.1708796e-03 1.1140510e-10 4.7069713e-09 3.2783344e-11
5952 2.0754955e-01 3.4129828e-03 1.5225373e-03 -4.1660872e-03 1.1135531e-10 4.7058824e-09 3.2654148e-11
5953 2.0737552e-01 3.4091949e-03 1.5217308e-03 -4.1612516e-03 1.1130558e-10 4.7047933e-09 3.2525135e-11
5954 2.0721604e-01 3.4054163e-03 1.5209236e-03 -4.1563716e-03 1.1125588e-10 4.7037035e-09 3.2396301e-11
5955 2.0707119e-01 3.4016468e-03 1.5201154e-03 -4.1514466e-03 1.1120620e-10 4.7026129e-09 3.2267651e-11
5956 2.0694092e-01 3.3978864e-03 1.5193065e-03 -4.1464764e-03 1.1115653e-10 4.7015203e-09 3.2139179e-11
5957 2.0682505e-01 3.3941351e-03 1.5184968e-03 -4.1414612e-03 1.1110690e-10 4.7004279e-09 3.2010904e-11
5958 2.0672325e-01 3.3903925e-03 1.5176863e-03 -4.1364017e-03 1.1105731e-10 4.6993345e-09 3.1882821e-11
5959 2.0663508e-01 3.3866585e-03 1.5168751e-03 -4.1312992e-03 1.1100773e-10 4.6982402e-09 3.1754933e-11
5960 2.0655996e-01 3.3829329e-03 1.5160631e-03 -4.1261553e-03 1.1095816e-10 4.6971443e-09 3.1627239e-11
5961 2.0649721e-01 3.3792154e-03 1.5152506e-03 -4.1209720e-03 1.1090864e-10 4.6960479e-09 3.1499749e-11
5962 2.0644602e-01 3.3755058e-03 1.5144374e-03 -4.1157520e-03 1.1085915e-10 4.6949504e-09 3.1372462e-11
5963 2.0640549e-01 3.3718037e-03 1.5136238e-03 -4.1104980e-03 1.1080969e-10 4.6938517e-09 3.1245381e-11
5964 2.0637463e-01 3.3681089e-03 1.5128097e-03 -4.1052134e-03 1.1076025e-10 4.6927519e-09 3.1118510e-11
5965 2.0635233e-01 3.3644210e-03 1.5119954e-03 -4.0999018e-03 1.1071081e-10 4.6916496e-09 3.0991843e-11
5966 2.0633744e-01 3.3607397e-03 1.5111808e-03 -4.0945670e-03 1.1066142e-10 4.6905473e-09 3.0865399e-11
5967 2.0632873e-01 3.3570646e-03 1.5103661e-03 -4.0892132e-03 1.1061206e-10 4.6894436e-09 3.0739172e-11
5968 2.0632493e-01 3.3533953e-03 1.5095515e-03 -4.0838448e-03 1.1056273e-10 4.6883385e-09 3.0613166e-11
5969 2.0632470e-01 3.3497316e-03 1.5087370e-03 -4.0784663e-03 1.1051339e-10 4.6872315e-09 3.0487380e-11
5970 2.0632671e-01 3.3460730e-03 1.5079227e-03 -4.0730825e-03 1.1046411e-10 4.6861237e-09 3.0361824e-11
5971 2.0632958e-01 3.3424192e-03 1.5071088e-03 -4.0676982e-03 1.1041485e-10 4.6850143e-09 3.0236497e-11
5972 2.0633194e-01 3.3387698e-03 1.5062953e-03 -4.0623182e-03 1.1036562e-10 4.6839034e-09 3.0111403e-11
5973 2.0633243e-01 3.3351246e-03 1.5054825e-03 -4.0569473e-03 1.1031639e-10 4.6827898e-09 2.9986536e-11
5974 2.0632972e-01 3.3314831e-03 1.5046705e-03 -4.0515904e-03 1.1026722e-10 4.6816758e-09 2.9861914e-11
5975 2.0632250e-01 3.3278450e-03 1.5038593e-03 -4.0462523e-03 1.1021806e-10 4.6805601e-09 2.9737533e-11
5976 2.0630951e-01 3.3242102e-03 1.5030490e-03 -4.0409375e-03 1.1016894e-10 4.6794427e-09 2.9613395e-11
5977 2.0628956e-01 3.3205782e-03 1.5022399e-03 -4.0356505e-03 1.1011981e-10 4.6783230e-09 2.9489501e-11
5978 2.0626151e-01 3.3169489e-03 1.5014319e-03 -4.0303956e-03 1.1007074e-10 4.6772021e-09 2.9365859e-11
5979 2.0622432e-01 3.3133220e-03 1.5006252e-03 -4.0251767e-03 1.1002169e-10 4.6760794e-09 2.9242470e-11
5980 2.0617702e-01 3.3096973e-03 1.4998199e-03 -4.0199975e-03 1.0997267e-10 4.6749548e-09 2.9119336e-11
5981 2.0611876e-01 3.3060748e-03 1.4990161e-03 -4.0148615e-03 1.0992367e-10 4.6738283e-09 2.8996460e-11
5982 2.0604877e-01 3.3024542e-03 1.4982138e-03 -4.0097718e-03 1.0987468e-10 4.6726988e-09 2.8873838e-11
5983 2.0596640e-01 3.2988355e-03 1.4974130e-03 -4.0047309e-03 1.0982573e-10 4.6715684e-09 2.8751486e-11
5984 2.0587115e-01 3.2952186e-03 1.4966139e-03 -3.9997412e-03 1.0977681e-10 4.6704359e-09 2.8629401e-11
5985 2.0576259e-01 3.2916035e-03 1.4958166e-03 -3.9948047e-03 1.0972792e-10 4.6693014e-09 2.8507586e-11
5986 2.0564047e-01 3.2879901e-03 1.4950209e-03 -3.9899226e-03 1.0967903e-10 4.6681643e-09 2.8386039e-11
5987 2.0550462e-01 3.2843786e-03 1.4942269e-03 -3.9850961e-03 1.0963019e-10 4.6670255e-09 2.8264771e-11
5988 2.0535503e-01 3.2807690e-03 1.4934347e-03 -3.9803257e-03 1.0958137e-10 4.6658846e-09 2.8143782e-11
5989 2.0519182e-01 3.2771614e-03 1.4926443e-03 -3.9756115e-03 1.0953258e-10 4.6647414e-09 2.8023073e-11
5990 2.0501522e-01 3.2735560e-03 1.4918555e-03 -3.9709531e-03 1.0948379e-10 4.6635949e-09 2.7902641e-11
5991 2.0482560e-01 3.2699529e-03 1.4910685e-03 -3.9663499e-03 1.0943505e-10 4.6624471e-09 2.7782503e-11
5992 2.0462345e-01 3.2663524e-03 1.4902831e-03 -3.9618004e-03 1.0938634e-10 4.6612970e-09 2.7662655e-11
5993 2.0440938e-01 3.2627546e-03 1.4894994e-03 -3.9573032e-03 1.0933765e-10 4.6601445e-09 2.7543099e-11
5994 2.0418410e-01 3.2591598e-03 1.4887172e-03 -3.9528562e-03 1.0928899e-10 4.6589896e-09 2.7423838e-11
5995 2.0394843e-01 3.2555683e-03 1.4879365e-03 -3.9484569e-03 1.0924033e-10 4.6578316e-09 2.7304872e-11
5996 2.0370330e-01 3.2519805e-03 1.4871571e-03 -3.9441025e-03 1.0919172e-10 4.6566716e-09 2.7186211e-11
5997 2.0344969e-01 3.2483965e-03 1.4863791e-03 -3.9397898e-03 1.0914314e-10 4.6555091e-09 2.7067854e-11
5998 2.0318871e-01 3.2448167e-03 1.4856024e-03 -3.9355155e-03 1.0909458e-10 4.6543440e-09 2.6949803e-11
5999 2.0292149e-01 3.2412415e-03 1.4848267e-03 -3.9312759e-03 1.0904602e-10 4.6531751e-09 2.6832056e-11
6000 2.0264924e-01 3.2376713e-03 1.4840521e-03 -3.9270670e-03 1.0899751e-10 4.6520047e-09 2.6714628e-11
6001 2.0237321e-01 3.2341063e-03 1.4832784e-03 -3.9228846e-03 1.0894903e-10 4.6508315e-09 2.6597515e-11
6002 2.0209469e-01 3.2305469e-03 1.4825055e-03 -3.9187245e-03 1.0890057e-10 4.6496555e-09 2.6480721e-11
6003 2.0181499e-01 3.2269934e-03 1.4817333e-03 -3.9145823e-03 1.0885211e-10 4.6484762e-09 2.6364245e-11
6004 2.0153541e-01 3.2234463e-03 1.4809617e-03 -3.9104534e-03 1.0880370e-10 4.6472945e-09 2.6248095e-11
6005 2.0125727e-01 3.2199058e-03 1.4801905e-03 -3.9063333e-03 1.0875532e-10 4.6461101e-09 2.6132269e-11
6006 2.0098185e-01 3.2163722e-03 1.4794196e-03 -3.9022175e-03 1.0870697e-10 4.6449227e-09 2.6016767e-11
6007 2.0071044e-01 3.2128459e-03 1.4786489e-03 -3.8981014e-03 1.0865861e-10 4.6437315e-09 2.5901581e-11
6008 2.0044425e-01 3.2093271e-03 1.4778784e-03 -3.8939806e-03 1.0861030e-10 4.6425385e-09 2.5786724e-11
6009 2.0018447e-01 3.2058160e-03 1.4771078e-03 -3.8898508e-03 1.0856202e-10 4.6413426e-09 2.5672189e-11
6010 1.9993220e-01 3.2023130e-03 1.4763372e-03 -3.8857079e-03 1.0851377e-10 4.6401440e-09 2.5557975e-11
6011 1.9968848e-01 3.1988182e-03 1.4755663e-03 -3.8815479e-03 1.0846554e-10 4.6389425e-09 2.5444083e-11
6012 1.9945428e-01 3.1953318e-03 1.4747951e-03 -3.8773673e-03 1.0841731e-10 4.6377376e-09 2.5330509e-11
6013 1.9923046e-01 3.1918539e-03 1.4740236e-03 -3.8731625e-03 1.0836913e-10 4.6365305e-09 2.5217258e-11
6014 1.9901780e-01 3.1883847e-03 1.4732516e-03 -3.8689307e-03 1.0832097e-10 4.6353206e-09 2.5104327e-11
6015 1.9881695e-01 3.1849243e-03 1.4724791e-03 -3.8646689e-03 1.0827285e-10 4.6341079e-09 2.4991716e-11
6016 1.9862847e-01 3.1814727e-03 1.4717059e-03 -3.8603748e-03 1.0822472e-10 4.6328913e-09 2.4879418e-11
6017 1.9845280e-01 3.1780300e-03 1.4709322e-03 -3.8560465e-03 1.0817664e-10 4.6316730e-09 2.4767445e-11
6018 1.9829024e-01 3.1745961e-03 1.4701578e-03 -3.8516822e-03 1.0812858e-10 4.6304519e-09 2.4655791e-11
6019 1.9814100e-01 3.1711709e-03 1.4693827e-03 -3.8472808e-03 1.0808056e-10 4.6292280e-09 2.4544454e-11
6020 1.9800515e-01 3.1677545e-03 1.4686069e-03 -3.8428416e-03 1.0803253e-10 4.6280008e-09 2.4433432e-11
6021 1.9788262e-01 3.1643467e-03 1.4678304e-03 -3.8383640e-03 1.0798455e-10 4.6267714e-09 2.4322731e-11
6022 1.9777325e-01 3.1609474e-03 1.4670531e-03 -3.8338482e-03 1.0793660e-10 4.6255392e-09 2.4212346e-11
6023 1.9767672e-01 3.1575563e-03 1.4662752e-03 -3.8292948e-03 1.0788867e-10 4.6243043e-09 2.4102277e-11
6024 1.9759262e-01 3.1541734e-03 1.4654967e-03 -3.8247044e-03 1.0784077e-10 4.6230666e-09 2.3992525e-11
6025 1.9752041e-01 3.1507982e-03 1.4647175e-03 -3.8200786e-03 1.0779286e-10 4.6218250e-09 2.3883083e-11
6026 1.9745947e-01 3.1474307e-03 1.4639377e-03 -3.8154188e-03 1.0774501e-10 4.6205818e-09 2.3773961e-11
6027 1.9740903e-01 3.1440705e-03 1.4631574e-03 -3.8107273e-03 1.0769718e-10 4.6193358e-09 2.3665154e-11
6028 1.9736827e-01 3.1407174e-03 1.4623767e-03 -3.8060064e-03 1.0764938e-10 4.6180872e-09 2.3556662e-11
6029 1.9733627e-01 3.1373710e-03 1.4615956e-03 -3.8012589e-03 1.0760158e-10 4.6168352e-09 2.3448481e-11
6030 1.9731200e-01 3.1340309e-03 1.4608142e-03 -3.7964878e-03 1.0755383e-10 4.6155810e-09 2.3340616e-11
6031 1.9729442e-01 3.1306969e-03 1.4600326e-03 -3.7916963e-03 1.0750610e-10 4.6143242e-09 2.3233065e-11
6032 1.9728238e-01 3.1273686e-03 1.4592508e-03 -3.7868881e-03 1.0745840e-10 4.6130646e-09 2.3125826e-11
6033 1.9727472e-01 3.1240457e-03 1.4584691e-03 -3.7820669e-03 1.0741070e-10 4.6118012e-09 2.3018894e-11
6034 1.9727022e-01 3.1207277e-03 1.4576874e-03 -3.7772366e-03 1.0736304e-10 4.6105362e-09 2.2912280e-11
6035 1.9726766e-01 3.1174144e-03 1.4569060e-03 -3.7724012e-03 1.0731542e-10 4.6092685e-09 2.2805977e-11
6036 1.9726578e-01 3.1141054e-03 1.4561248e-03 -3.7675649e-03 1.0726781e-10 4.6079981e-09 2.2699985e-11
6037 1.9726333e-01 3.1108004e-03 1.4553441e-03 -3.7627319e-03 1.0722024e-10 4.6067250e-09 2.2594304e-11
6038 1.9725909e-01 3.1074990e-03 1.4545639e-03 -3.7579064e-03 1.0717266e-10 4.6054486e-09 2.2488931e-11
6039 1.9725184e-01 3.1042009e-03 1.4537843e-03 -3.7530924e-03 1.0712513e-10 4.6041702e-09 2.2383870e-11
6040 1.9724040e-01 3.1009058e-03 1.4530054e-03 -3.7482943e-03 1.0707763e-10 4.6028890e-09 2.2279119e-11
6041 1.9722365e-01 3.0976135e-03 1.4522274e-03 -3.7435159e-03 1.0703015e-10 4.6016052e-09 2.2174677e-11
6042 1.9720049e-01 3.0943236e-03 1.4514503e-03 -3.7387611e-03 1.0698267e-10 4.6003176e-09 2.2070539e-11
6043 1.9716993e-01 3.0910360e-03 1.4506742e-03 -3.7340336e-03 1.0693524e-10 4.5990285e-09 2.1966714e-11
6044 1.9713103e-01 3.0877505e-03 1.4498992e-03 -3.7293369e-03 1.0688784e-10 4.5977366e-09 2.1863197e-11
6045 1.9708294e-01 3.0844669e-03 1.4491254e-03 -3.7246743e-03 1.0684046e-10 4.5964422e-09 2.1759988e-11
6046 1.9702490e-01 3.0811850e-03 1.4483529e-03 -3.7200486e-03 1.0679308e-10 4.5951445e-09 2.1657083e-11
6047 1.9695624e-01 3.0779048e-03 1.4475817e-03 -3.7154626e-03 1.0674576e-10 4.5938448e-09 2.1554488e-11
6048 1.9687641e-01 3.0746261e-03 1.4468118e-03 -3.7109186e-03 1.0669845e-10 4.5925424e-09 2.1452199e-11
6049 1.9678497e-01 3.0713490e-03 1.4460434e-03 -3.7064186e-03 1.0665117e-10 4.5912373e-09 2.1350216e-11
6050 1.9668158e-01 3.0680733e-03 1.4452765e-03 -3.7019643e-03 1.0660392e-10 4.5899297e-09 2.1248538e-11
6051 1.9656601e-01 3.0647992e-03 1.4445111e-03 -3.6975570e-03 1.0655666e-10 4.5886183e-09 2.1147160e-11
6052 1.9643818e-01 3.0615266e-03 1.4437472e-03 -3.6931976e-03 1.0650946e-10 4.5873054e-09 2.1046092e-11
6053 1.9629810e-01 3.0582558e-03 1.4429848e-03 -3.6888866e-03 1.0646228e-10 4.5859899e-09 2.0945329e-11
6054 1.9614590e-01 3.0549867e-03 1.4422239e-03 -3.6846241e-03 1.0641512e-10 4.5846718e-09 2.0844869e-11
6055 1.9598184e-01 3.0517195e-03 1.4414645e-03 -3.6804099e-03 1.0636797e-10 4.5833505e-09 2.0744710e-11
6056 1.9580627e-01 3.0484545e-03 1.4407066e-03 -3.6762433e-03 1.0632086e-10 4.5820272e-09 2.0644857e-11
6057 1.9561967e-01 3.0451918e-03 1.4399501e-03 -3.6721234e-03 1.0627378e-10 4.5807012e-09 2.0545307e-11
6058 1.9542262e-01 3.0419317e-03 1.4391951e-03 -3.6680487e-03 1.0622672e-10 4.5793727e-09 2.0446059e-11
6059 1.9521580e-01 3.0386744e-03 1.4384414e-03 -3.6640175e-03 1.0617967e-10 4.5780406e-09 2.0347108e-11
6060 1.9499996e-01 3.0354202e-03 1.4376890e-03 -3.6600278e-03 1.0613266e-10 4.5767069e-09 2.0248463e-11
6061 1.9477596e-01 3.0321693e-03 1.4369379e-03 -3.6560773e-03 1.0608568e-10 4.5753706e-09 2.0150119e-11
6062 1.9454473e-01 3.0289222e-03 1.4361879e-03 -3.6521632e-03 1.0603872e-10 4.5740318e-09 2.0052076e-11
6063 1.9430725e-01 3.0256791e-03 1.4354390e-03 -3.6482826e-03 1.0599178e-10 4.5726904e-09 1.9954333e-11
6064 1.9406458e-01 3.0224403e-03 1.4346911e-03 -3.6444325e-03 1.0594485e-10 4.5713459e-09 1.9856888e-11
6065 1.9381781e-01 3.0192063e-03 1.4339441e-03 -3.6406094e-03 1.0589796e-10 4.5699995e-09 1.9759745e-11
6066 1.9356807e-01 3.0159772e-03 1.4331979e-03 -3.6368100e-03 1.0585111e-10 4.5686504e-09 1.9662900e-11
6067 1.9331652e-01 3.0127535e-03 1.4324524e-03 -3.6330306e-03 1.0580427e-10 4.5672988e-09 1.9566354e-11
6068 1.9306432e-01 3.0095355e-03 1.4317076e-03 -3.6292674e-03 1.0575743e-10 4.5659436e-09 1.9470102e-11
6069 1.9281265e-01 3.0063235e-03 1.4309632e-03 -3.6255167e-03 1.0571065e-10 4.5645869e-09 1.9374153e-11
6070 1.9256267e-01 3.0031178e-03 1.4302193e-03 -3.6217746e-03 1.0566389e-10 4.5632277e-09 1.9278500e-11
6071 1.9231552e-01 2.9999188e-03 1.4294757e-03 -3.6180375e-03 1.0561715e-10 4.5618660e-09 1.9183145e-11
6072 1.9207231e-01 2.9967267e-03 1.4287323e-03 -3.6143015e-03 1.0557044e-10 4.5605018e-09 1.9088086e-11
6073 1.9183412e-01 2.9935417e-03 1.4279890e-03 -3.6105629e-03 1.0552372e-10 4.5591345e-09 1.8993322e-11
6074 1.9160196e-01 2.9903642e-03 1.4272458e-03 -3.6068183e-03 1.0547706e-10 4.5577652e-09 1.8898855e-11
6075 1.9137680e-01 2.9871944e-03 1.4265025e-03 -3.6030643e-03 1.0543042e-10 4.5563934e-09 1.8804684e-11
6076 1.9115951e-01 2.9840323e-03 1.4257590e-03 -3.5992976e-03 1.0538380e-10 4.5550192e-09 1.8710808e-11
6077 1.9095092e-01 2.9808783e-03 1.4250154e-03 -3.5955153e-03 1.0533719e-10 4.5536413e-09 1.8617222e-11
6078 1.9075175e-01 2.9777325e-03 1.4242714e-03 -3.5917145e-03 1.0529062e-10 4.5522621e-09 1.8523934e-11
6079 1.9056263e-01 2.9745948e-03 1.4235272e-03 -3.5878929e-03 1.0524408e-10 4.5508803e-09 1.8430941e-11
6080 1.9038409e-01 2.9714655e-03 1.4227825e-03 -3.5840481e-03 1.0519756e-10 4.5494961e-09 1.8338241e-11
6081 1.9021657e-01 2.9683446e-03 1.4220374e-03 -3.5801783e-03 1.0515105e-10 4.5481089e-09 1.8245831e-11
6082 1.9006040e-01 2.9652320e-03 1.4212918e-03 -3.5762819e-03 1.0510458e-10 4.5467197e-09 1.8153717e-11
6083 1.8991579e-01 2.9621278e-03 1.4205456e-03 -3.5723576e-03 1.0505813e-10 4.5453281e-09 1.8061894e-11
6084 1.8978285e-01 2.9590318e-03 1.4197990e-03 -3.5684045e-03 1.0501171e-10 4.5439340e-09 1.7970364e-11
6085 1.8966158e-01 2.9559441e-03 1.4190518e-03 -3.5644221e-03 1.0496532e-10 4.5425374e-09 1.7879124e-11
6086 1.8955186e-01 2.9528644e-03 1.4183041e-03 -3.5604102e-03 1.0491892e-10 4.5411373e-09 1.7788172e-11
6087 1.8945346e-01 2.9497927e-03 1.4175558e-03 -3.5563688e-03 1.0487258e-10 4.5397359e-09 1.7697514e-11
6088 1.8936606e-01 2.9467286e-03 1.4168070e-03 -3.5522985e-03 1.0482625e-10 4.5383320e-09 1.7607147e-11
6089 1.8928921e-01 2.9436722e-03 1.4160578e-03 -3.5482002e-03 1.0477995e-10 4.5369257e-09 1.7517069e-11
6090 1.8922240e-01 2.9406230e-03 1.4153080e-03 -3.5440749e-03 1.0473366e-10 4.5355164e-09 1.7427278e-11
6091 1.8916499e-01 2.9375809e-03 1.4145579e-03 -3.5399242e-03 1.0468741e-10 4.5341052e-09 1.7337779e-11
6092 1.8911627e-01 2.9345455e-03 1.4138074e-03 -3.5357499e-03 1.0464118e-10 4.5326916e-09 1.7248568e-11
6093 1.8907545e-01 2.9315166e-03 1.4130566e-03 -3.5315539e-03 1.0459498e-10 4.5312755e-09 1.7159645e-11
6094 1.8904167e-01 2.9284939e-03 1.4123055e-03 -3.5273387e-03 1.0454880e-10 4.5298571e-09 1.7071010e-11
6095 1.8901401e-01 2.9254770e-03 1.4115543e-03 -3.5231068e-03 1.0450262e-10 4.5284352e-09 1.6982658e-11
6096 1.8899147e-01 2.9224657e-03 1.4108030e-03 -3.5188610e-03 1.0445649e-10 4.5270120e-09 1.6894597e-11
6097 1.8897305e-01 2.9194595e-03 1.4100516e-03 -3.5146041e-03 1.0441039e-10 4.5255863e-09 1.6806823e-11
6098 1.8895769e-01 2.9164581e-03 1.4093004e-03 -3.5103394e-03 1.0436431e-10 4.5241583e-09 1.6719335e-11
6099 1.8894430e-01 2.9134612e-03 1.4085493e-03 -3.5060700e-03 1.0431823e-10 4.5227273e-09 1.6632130e-11
6100 1.8893180e-01 2.9104685e-03 1.4077984e-03 -3.5017993e-03 1.0427220e-10 4.5212945e-09 1.6545213e-11
6101 1.8891908e-01 2.9074797e-03 1.4070479e-03 -3.4975305e-03 1.0422619e-10 4.5198594e-09 1.6458581e-11
6102 1.8890506e-01 2.9044943e-03 1.4062978e-03 -3.4932672e-03 1.0418020e-10 4.5184218e-09 1.6372233e-11
6103 1.8888868e-01 2.9015122e-03 1.4055482e-03 -3.4890127e-03 1.0413424e-10 4.5169819e-09 1.6286169e-11
6104 1.8886890e-01 2.8985329e-03 1.4047992e-03 -3.4847703e-03 1.0408828e-10 4.5155385e-09 1.6200385e-11
6105 1.8884471e-01 2.8955563e-03 1.4040509e-03 -3.4805433e-03 1.0404237e-10 4.5140939e-09 1.6114889e-11
6106 1.8881516e-01 2.8925821e-03 1.4033033e-03 -3.4763348e-03 1.0399648e-10 4.5126469e-09 1.6029675e-11
6107 1.8877936e-01 2.8896101e-03 1.4025566e-03 -3.4721480e-03 1.0395062e-10 4.5111976e-09 1.5944744e-11
6108 1.8873649e-01 2.8866400e-03 1.4018108e-03 -3.4679856e-03 1.0390476e-10 4.5097454e-09 1.5860093e-11
6109 1.8868578e-01 2.8836717e-03 1.4010660e-03 -3.4638502e-03 1.0385894e-10 4.5082914e-09 1.5775725e-11
6110 1.8862656e-01 2.8807051e-03 1.4003223e-03 -3.4597445e-03 1.0381315e-10 4.5068350e-09 1.5691639e-11
6111 1.8855825e-01 2.8777399e-03 1.3995796e-03 -3.4556705e-03 1.0376738e-10 4.5053764e-09 1.5607833e-11
6112 1.8848036e-01 2.8747762e-03 1.3988381e-03 -3.4516303e-03 1.0372161e-10 4.5039143e-09 1.5524305e-11
6113 1.8839248e-01 2.8718139e-03 1.3980978e-03 -3.4476255e-03 1.0367589e-10 4.5024510e-09 1.5441060e-11
6114 1.8829431e-01 2.8688530e-03 1.3973587e-03 -3.4436576e-03 1.0363020e-10 4.5009854e-09 1.5358095e-11
6115 1.8818567e-01 2.8658934e-03 1.3966208e-03 -3.4397275e-03 1.0358453e-10 4.4995174e-09 1.5275409e-11
6116 1.8806646e-01 2.8629352e-03 1.3958843e-03 -3.4358362e-03 1.0353888e-10 4.4980472e-09 1.5193001e-11
6117 1.8793670e-01 2.8599786e-03 1.3951490e-03 -3.4319840e-03 1.0349323e-10 4.4965741e-09 1.5110871e-11
6118 1.8779650e-01 2.8570235e-03 1.3944149e-03 -3.4281712e-03 1.0344763e-10 4.4950993e-09 1.5029020e-11
6119 1.8764608e-01 2.8540702e-03 1.3936821e-03 -3.4243976e-03 1.0340205e-10 4.4936222e-09 1.4947447e-11
6120 1.8748577e-01 2.8511187e-03 1.3929506e-03 -3.4206626e-03 1.0335650e-10 4.4921428e-09 1.4866151e-11
6121 1.8731598e-01 2.8481694e-03 1.3922203e-03 -3.4169656e-03 1.0331095e-10 4.4906600e-09 1.4785129e-11
6122 1.8713722e-01 2.8452223e-03 1.3914912e-03 -3.4133053e-03 1.0326544e-10 4.4891761e-09 1.4704386e-11
6123 1.8695008e-01 2.8422778e-03 1.3907632e-03 -3.4096806e-03 1.0321996e-10 4.4876899e-09 1.4623920e-11
6124 1.8675524e-01 2.8393361e-03 1.3900364e-03 -3.4060897e-03 1.0317450e-10 4.4862014e-09 1.4543729e-11
6125 1.8655345e-01 2.8363974e-03 1.3893106e-03 -3.4025307e-03 1.0312907e-10 4.4847106e-09 1.4463813e-11
6126 1.8634552e-01 2.8334622e-03 1.3885857e-03 -3.3990016e-03 1.0308364e-10 4.4832171e-09 1.4384171e-11
6127 1.8613233e-01 2.8305306e-03 1.3878618e-03 -3.3955000e-03 1.0303825e-10 4.4817219e-09 1.4304804e-11
6128 1.8591480e-01 2.8276030e-03 1.3871388e-03 -3.3920234e-03 1.0299289e-10 4.4802244e-09 1.4225712e-11
6129 1.8569388e-01 2.8246796e-03 1.3864165e-03 -3.3885692e-03 1.0294755e-10 4.4787247e-09 1.4146893e-11
6130 1.8547058e-01 2.8217609e-03 1.3856950e-03 -3.3851345e-03 1.0290221e-10 4.4772216e-09 1.4068343e-11
6131 1.8524589e-01 2.8188472e-03 1.3849740e-03 -3.3817165e-03 1.0285692e-10 4.4757175e-09 1.3990071e-11
6132 1.8502085e-01 2.8159387e-03 1.3842537e-03 -3.3783122e-03 1.0281166e-10 4.4742111e-09 1.3912070e-11
6133 1.8479647e-01 2.8130357e-03 1.3835338e-03 -3.3749186e-03 1.0276641e-10 4.4727024e-09 1.3834341e-11
6134 1.8457377e-01 2.8101387e-03 1.3828142e-03 -3.3715326e-03 1.0272119e-10 4.4711916e-09 1.3756884e-11
6135 1.8435373e-01 2.8072478e-03 1.3820950e-03 -3.3681512e-03 1.0267597e-10 4.4696780e-09 1.3679697e-11
6136 1.8413733e-01 2.8043633e-03 1.3813760e-03 -3.3647716e-03 1.0263080e-10 4.4681627e-09 1.3602782e-11
6137 1.8392547e-01 2.8014856e-03 1.3806572e-03 -3.3613907e-03 1.0258565e-10 4.4666453e-09 1.3526137e-11
6138 1.8371905e-01 2.7986147e-03 1.3799384e-03 -3.3580058e-03 1.0254053e-10 4.4651256e-09 1.3449762e-11
6139 1.8351888e-01 2.7957510e-03 1.3792197e-03 -3.3546143e-03 1.0249540e-10 4.4636027e-09 1.3373654e-11
6140 1.8332571e-01 2.7928947e-03 1.3785009e-03 -3.3512136e-03 1.0245033e-10 4.4620787e-09 1.3297818e-11
6141 1.8314024e-01 2.7900458e-03 1.3777819e-03 -3.3478014e-03 1.0240527e-10 4.4605525e-09 1.3222251e-11
6142 1.8296306e-01 2.7872046e-03 1.3770628e-03 -3.3443756e-03 1.0236024e-10 4.4590241e-09 1.3146952e-11
6143 1.8279470e-01 2.7843710e-03 1.3763435e-03 -3.3409343e-03 1.0231524e-10 4.4574936e-09 1.3071921e-11
6144 1.8263560e-01 2.7815453e-03 1.3756240e-03 -3.3374758e-03 1.0227023e-10 4.4559604e-09 1.2997156e-11
6145 1.8248610e-01 2.7787275e-03 1.3749041e-03 -3.3339988e-03 1.0222527e-10 4.4544255e-09 1.2922659e-11
